loan_app_id,member_id,loan_amount,funded_amount,investors_amount,term,int_rate,monthly_installment,risk_grade,risk_sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose_of_loan,addr_state,dti,delinq_in2yrs,earliest_cr_line,Inquiry_last_6mths,mths_since_last_delinq,open_acc,no.of_negative_financial_records,credit_bal_left,%credit_bal_left,total_credit_acc,total_pymnt_paid,total_pymnt_paid_to_inv,principal_receive,principal_received_inv,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_date,last_pymnt_amnt,credit-info_last_checked,pub_rec_bankruptcies
531060,686638,2000,2000,2000, 36 months,13.61%,67.98,C,C2,1 year,RENT,26496,Not Verified,Jun-10,0,debt_consolidation,CA,17.71,0,May-06,0,,5,0,5992,37.90%,7,2447.360162,2447.36,2000,447.36,0,0,0,Jul-13,81.77,Jul-13,0
413920,467689,4325,4325,4325, 36 months,11.89%,143.44,B,B4,10+ years,MORTGAGE,45000,Verified,Jun-09,0,credit_card,OR,13.73,0,Nov-89,0,,3,0,4357,87.10%,13,4830.765648,4830.77,4325,505.77,0,0,0,Aug-10,2973.3,Aug-10,0
865436,1078701,1600,1600,1600, 36 months,7.49%,49.77,A,A4,9 years,RENT,40000,Not Verified,Aug-11,1,vacation,VA,27.45,0,Oct-99,1,,9,0,12681,84%,45,703.64,703.64,533.44,109.28,0,60.92,0.64,Oct-12,49.77,Mar-13,0
638114,817412,18000,18000,17975, 60 months,16.32%,440.8,E,E2,3 years,MORTGAGE,69000,Source Verified,Dec-10,0,debt_consolidation,MN,8.5,0,Aug-03,0,38,10,0,15167,49.80%,17,22710.23014,22678.69,18000,4710.23,0,0,0,Nov-12,13465.93,Mar-16,0
1035582,1265229,12000,12000,12000, 60 months,19.03%,311.49,E,E2,4 years,MORTGAGE,65000,Not Verified,Dec-11,0,credit_card,TX,15.3,1,Feb-98,1,9,9,0,11601,68.60%,23,18569.94999,18569.95,12000,6569.95,0,0,0,May-16,2372.47,May-16,0
589964,757857,21000,21000,20570.59809, 60 months,11.86%,465.65,B,B5,2 years,RENT,42000,Verified,Oct-10,0,debt_consolidation,FL,19.03,0,Jul-00,1,,5,0,3734,16.50%,19,27937.72002,27283.71,21000,6937.72,0,0,0,Sep-15,963.41,Oct-15,0
596410,765628,6000,6000,5550, 36 months,6.54%,184.01,A,A4,< 1 year,MORTGAGE,61000,Verified,Nov-10,0,home_improvement,CA,0.2,0,Nov-96,0,,4,0,0,0%,9,6074.15,5618.61,6000,74.15,0,0,0,Feb-11,2707.3,Jan-12,0
891228,1107957,15000,15000,15000, 60 months,20.30%,399.92,E,E5,5 years,RENT,206000,Verified,Oct-11,0,debt_consolidation,CT,8.62,0,Dec-98,1,50,11,0,26380,63.60%,32,21658.00709,21658.01,15000,6658.01,0,0,0,Jun-14,9289.24,May-16,0
763844,964506,6000,6000,6000, 36 months,12.99%,202.14,C,C1,5 years,MORTGAGE,56368,Source Verified,May-11,0,debt_consolidation,CA,12.16,0,May-05,0,,8,0,15799,89.80%,12,7245.643274,7245.64,6000,1245.64,0,0,0,Jan-14,1192.16,Jan-14,0
490230,625895,15000,15000,15000, 36 months,14.59%,516.98,D,D1,10+ years,RENT,85000,Not Verified,Mar-10,0,debt_consolidation,NY,18.23,2,Jan-89,1,17,23,0,20000,18.50%,63,18611.89518,18611.9,14999.99,3611.9,0,0,0,Mar-13,535.74,Mar-13,0
695331,886398,2375,2375,2375, 36 months,11.11%,77.88,B,B5,,RENT,15864,Verified,Mar-11,0,debt_consolidation,CA,18.46,0,Jun-95,0,,7,0,3751,86.20%,9,2803.604784,2803.6,2375,428.6,0,0,0,Apr-14,88.93,Mar-14,0
837007,1047108,18000,18000,17950, 60 months,12.99%,409.47,C,C1,6 years,MORTGAGE,114000,Verified,Sep-11,0,small_business,GA,11.45,0,Mar-94,3,,7,0,20942,76.70%,26,24034.52001,23967.76,18000,6034.52,0,0,0,May-15,6449.08,May-16,0
519784,671916,25000,16025,14461.72207, 36 months,11.36%,527.38,B,B5,3 years,RENT,56952,Source Verified,Jun-10,0,other,NY,5.14,0,Jul-04,2,,6,0,14733,64.50%,14,18985.82199,16856.92,16024.99,2960.83,0,0,0,Jun-13,535.71,Jun-13,0
491680,628425,12800,12800,12750, 36 months,15.70%,448.14,D,D4,10+ years,RENT,103000,Not Verified,Apr-10,0,other,NY,9.36,0,May-95,1,76,9,0,30514,80.30%,15,16134.69941,16071.67,12800,3334.7,0,0,0,Apr-13,474.57,Dec-15,0
498805,639929,2850,2850,2850, 36 months,13.48%,96.69,C,C3,4 years,MORTGAGE,48000,Not Verified,Mar-10,1,debt_consolidation,MO,3.55,1,Mar-03,1,19,9,0,7513,17.90%,15,1437.84,1437.84,972.51,378.07,0,87.26,0.93,Jun-11,96.69,Nov-11,0
642832,822733,3625,3625,3125, 36 months,6.54%,111.17,A,A4,< 1 year,RENT,52000,Not Verified,Jan-11,0,debt_consolidation,VA,23.77,0,Nov-99,0,68,13,0,6683,36.50%,19,3645.11,3142.38,3625,20.11,0,0,0,Feb-11,3646.41,May-16,0
620921,795797,14400,14400,14400, 36 months,15.20%,500.6,D,D4,4 years,RENT,108500,Verified,Dec-10,0,debt_consolidation,NY,13.6,0,Jul-02,1,,13,0,18901,87.60%,20,18023.52125,18023.52,14400,3623.52,0,0,0,Dec-13,575.09,May-16,0
424326,499998,5000,5000,4990.525076, 36 months,9.32%,159.74,A,A4,10+ years,MORTGAGE,50004,Not Verified,Jul-09,0,home_improvement,HI,1.39,0,Jul-90,0,45,4,0,2294,6.10%,12,5750.36718,5738.52,5000,750.37,0,0,0,Aug-12,186.37,Aug-12,0
516970,668111,18000,18000,18000, 36 months,16.82%,640.14,E,E2,10+ years,RENT,103000,Verified,May-10,0,debt_consolidation,CA,14.53,1,May-01,0,6,8,0,12488,65%,14,23046.03862,23046.04,18000,5046.04,0,0,0,May-13,696.63,May-13,0
573580,737776,4000,4000,4000, 36 months,7.88%,125.13,A,A5,2 years,RENT,40000,Not Verified,Sep-10,0,debt_consolidation,GA,19.17,0,Sep-03,3,,7,0,7577,50.50%,9,4505.334257,4505.33,4000,505.33,0,0,0,Oct-13,132.93,May-14,0
1037993,1267701,4000,4000,3750, 36 months,10.65%,130.3,B,B2,10+ years,MORTGAGE,90000,Not Verified,Nov-11,0,debt_consolidation,CA,9.57,0,Jan-03,0,,13,0,17051,81.40%,27,4504.491081,4222.96,4000,504.49,0,0,0,Jun-13,2294.74,Mar-15,0
518692,670505,24000,18175,18042.79218, 60 months,15.70%,439.09,D,D4,10+ years,MORTGAGE,78000,Verified,May-10,0,credit_card,NY,13.92,0,Jan-91,1,72,7,0,20235,75.20%,22,25986.70317,25792.36,18175,7811.7,0,0,0,Jul-14,4935.8,Apr-16,0
647548,828456,25000,25000,24950, 36 months,12.23%,833.11,C,C1,3 years,MORTGAGE,105000,Verified,Jan-11,0,debt_consolidation,OR,17.79,0,May-84,1,25,10,0,37086,65.20%,32,29258.65161,29200.13,25000,4258.65,0,0,0,Dec-12,10947.37,Dec-15,0
752974,948944,5500,5500,5500, 36 months,17.49%,197.44,D,D5,10+ years,RENT,62000,Verified,May-11,0,debt_consolidation,LA,12.45,1,Jul-77,2,21,5,1,5592,93.20%,18,7107.55305,7107.55,5500,1607.55,0,0,0,Jun-14,212.87,May-16,1
1053997,1285605,1200,1200,1200, 36 months,7.90%,37.55,A,A4,10+ years,MORTGAGE,39000,Source Verified,Dec-11,0,home_improvement,OK,29.26,0,Nov-93,0,,5,0,3796,94.90%,14,1351.731387,1351.73,1200,151.73,0,0,0,Dec-14,39.27,Mar-16,0
617145,791260,18000,18000,17900, 60 months,19.29%,469.81,F,F5,5 years,MORTGAGE,60000,Source Verified,Nov-10,1,debt_consolidation,MA,13.38,0,Feb-99,0,38,3,0,9073,87.20%,17,19496.96,19388.48,9679.49,8631.27,0,1186.2,11.862,Mar-14,469.81,Aug-14,0
492369,629661,4750,4750,4750, 36 months,10.99%,155.5,B,B4,6 years,MORTGAGE,123000,Not Verified,Mar-10,0,debt_consolidation,CA,24.39,0,Oct-89,0,,11,0,60362,94.30%,20,5597.918487,5597.92,4750,847.92,0,0,0,Mar-13,168.2,Mar-13,0
481040,611694,25000,25000,22849.88053, 36 months,14.59%,861.63,D,D1,< 1 year,RENT,75000,Verified,Feb-10,0,debt_consolidation,CA,14.64,0,Aug-97,0,,8,0,31675,64%,17,31083.11943,28239.56,25000,6083.12,0,0,0,Mar-13,83.56,Oct-15,0
591316,759504,12500,12500,12475, 60 months,16.82%,309.45,E,E2,10+ years,MORTGAGE,69996,Source Verified,Oct-10,0,major_purchase,AZ,2.57,1,Feb-97,0,5,3,0,6333,76.30%,14,13686.01838,13658.65,12500,1186.02,0,0,0,May-11,11835.54,Oct-14,0
1043274,1273387,4000,4000,4000, 36 months,12.69%,134.18,B,B5,10+ years,RENT,43000,Source Verified,Dec-11,0,debt_consolidation,CA,17.11,0,Mar-98,1,,5,0,6357,52.50%,21,4604.351092,4604.35,4000,604.35,0,0,0,Jun-13,2333.88,May-16,0
521123,673831,17500,17500,16971.46487, 36 months,13.85%,596.84,C,C4,7 years,RENT,49176,Verified,May-10,0,debt_consolidation,NY,23.26,0,Jun-02,0,33,7,0,14443,79.80%,18,20276.68527,19527.14,17500,2776.69,0,0,0,Dec-11,13.71,May-16,0
793919,998477,15000,15000,14975, 36 months,8.49%,473.45,A,A5,10+ years,RENT,51500,Verified,Jul-11,0,credit_card,NJ,29.99,0,Sep-90,1,64,9,0,7937,38.70%,27,17043.93699,17015.53,15000,2043.94,0,0,0,Jul-14,495.96,Aug-15,0
438145,527371,2400,2400,2400, 36 months,7.40%,74.55,A,A2,2 years,RENT,66000,Not Verified,Sep-09,0,other,SC,5.89,0,May-01,0,,10,0,151,4.90%,24,2683.456335,2683.46,2400,283.46,0,0,0,Sep-12,79.75,Sep-12,0
977612,1200407,12650,12650,12650, 36 months,6.62%,388.41,A,A2,6 years,RENT,60000,Verified,Oct-11,0,debt_consolidation,CA,18.24,0,Jun-01,0,,4,0,351,53.90%,16,13580.87775,13580.88,12650,930.88,0,0,0,Mar-13,7261.59,Aug-13,0
494214,632633,13750,13750,13600, 36 months,14.22%,471.41,C,C5,10+ years,MORTGAGE,30000,Not Verified,Mar-10,0,debt_consolidation,VA,18.88,1,Jan-93,1,15,24,0,9301,14.90%,37,16777.21019,16594.19,13750,3027.21,0,0,0,Aug-12,4085.45,Apr-16,0
874464,1088937,6400,6400,6400, 60 months,17.49%,160.75,D,D5,4 years,RENT,36504,Source Verified,Sep-11,1,major_purchase,CA,9.01,1,Mar-01,0,7,4,0,1913,34.80%,15,5966.12,5966.12,2927.91,2510.33,0,527.88,5.006200005,Jul-14,160.75,Jan-15,0
606069,777477,23500,14300,14275, 36 months,6.91%,440.96,A,A5,3 years,MORTGAGE,70000,Verified,Nov-10,1,small_business,WA,19.78,0,Feb-99,2,,10,0,9916,60.10%,24,5730.81,5720.8,4822.92,907.89,0,0,0,Dec-11,881.92,May-16,0
486459,619958,8500,8500,8500, 36 months,16.07%,299.15,D,D5,2 years,RENT,31800,Not Verified,Feb-10,1,debt_consolidation,NY,23.07,0,Jan-06,0,,4,0,9640,87.60%,8,1809.88,1809.88,1143.99,642.09,0,23.8,7.88,Sep-10,299.15,May-16,0
365445,376496,1300,1300,1300, 36 months,9.07%,41.39,A,A4,10+ years,OWN,48000,Not Verified,Nov-08,0,other,NY,0.75,0,Oct-98,0,,5,0,542,60.20%,10,1489.711671,1489.71,1300,189.71,0,0,0,Dec-11,44.1,Sep-15,0
797821,1002868,7000,7000,7000, 36 months,7.49%,217.72,A,A4,1 year,RENT,45000,Source Verified,Jul-11,0,major_purchase,OH,10.83,0,Sep-06,0,,9,0,266,3.50%,17,7828.163129,7828.16,7000,828.16,0,0,0,Apr-14,33.63,Apr-15,0
615700,789526,8000,8000,7900, 60 months,14.46%,188.06,D,D2,2 years,RENT,29100,Source Verified,Nov-10,1,major_purchase,CA,2,0,Feb-04,1,,7,0,8225,87.30%,23,3230.4,3189.82,1598.57,1394.87,0,236.96,2.48,Apr-12,188.06,Aug-12,0
1048215,1279332,24000,24000,23975, 60 months,12.69%,542.28,B,B5,10+ years,MORTGAGE,220000,Verified,Dec-11,1,credit_card,CA,8.05,0,Mar-99,1,,11,0,54079,41.20%,28,20788.45,20766.89,15040.91,5720.57,26.97544148,0,0,Apr-14,27.62,Apr-16,0
973640,1195671,3000,3000,3000, 36 months,12.69%,100.64,B,B5,5 years,RENT,42000,Not Verified,Oct-11,0,moving,NV,16.54,1,Feb-99,3,23,10,0,10828,49.90%,17,3585.102662,3585.1,3000,585.1,0,0,0,Mar-14,677.47,Apr-16,0
714609,908046,13050,13050,13050, 36 months,6.92%,402.47,A,A3,10+ years,RENT,135000,Source Verified,Apr-11,0,major_purchase,VA,3.29,0,May-94,0,,7,0,54143,30%,35,13772.69244,13772.69,13050,722.69,0,0,0,Apr-12,9749.67,Mar-12,0
634716,813109,8400,8400,8400, 36 months,6.17%,256.2,A,A3,2 years,RENT,52000,Not Verified,Dec-10,0,wedding,MA,9.14,0,Sep-01,0,42,13,0,5425,23.60%,24,9138.046371,9138.05,8400,738.05,0,0,0,Jan-13,2995.66,Feb-13,0
1052379,1283500,15000,15000,15000, 36 months,6.03%,456.54,A,A1,2 years,MORTGAGE,47760,Not Verified,Dec-11,0,home_improvement,NC,9.12,0,Aug-92,0,,7,0,1582,6.50%,22,16421.5178,16421.52,15000,1421.52,0,0,0,Sep-14,1816.4,Mar-16,0
627014,803449,8525,8525,8475, 36 months,6.54%,261.44,A,A4,2 years,RENT,51600,Not Verified,Dec-10,0,debt_consolidation,CA,5,0,Oct-01,0,,7,0,8843,27.80%,10,8890.381565,8838.24,8525,365.38,0,0,0,Mar-12,28.85,Aug-15,0
826990,1035911,21725,21725,21450, 60 months,13.49%,499.78,C,C2,6 years,MORTGAGE,51600,Verified,Jul-11,1,credit_card,PA,23.23,0,Nov-90,0,,11,0,34046,84%,26,9994.96,9868.42,5689.09,4295.11,0,10.76,0,Apr-13,499.78,May-16,0
892045,1108966,12000,12000,12000, 60 months,10.65%,258.82,B,B2,3 years,MORTGAGE,133000,Source Verified,Sep-11,0,home_improvement,MD,5.87,0,Nov-94,1,,6,0,35874,44.10%,22,14615.44798,14615.45,12000,2615.45,0,0,0,May-14,6867.23,May-14,0
591511,759735,4000,4000,4000, 36 months,11.86%,132.59,B,B5,2 years,RENT,21000,Verified,Oct-10,0,major_purchase,CO,22.69,3,Mar-98,0,16,6,0,69,1.40%,16,4088.178584,4088.18,4000,88.18,0,0,0,Feb-11,2.3,Nov-15,0
573233,737318,12000,12000,12000, 36 months,10.38%,389.36,B,B1,3 years,MORTGAGE,55000,Source Verified,Sep-10,0,medical,MN,18.28,0,Dec-01,0,,9,0,8745,52.70%,27,13802.40387,13802.4,12000,1802.4,0,0,0,Oct-12,4468.07,Sep-15,0
434340,518068,10000,10000,10000, 36 months,18.43%,363.7,F,F2,3 years,OWN,85000,Verified,Aug-09,0,debt_consolidation,NY,12.51,0,Jul-02,0,,7,0,12337,96.40%,11,13106.20877,13106.21,10000,3088.03,18.18,0,0,Aug-12,753.99,Apr-16,0
894087,1111258,18000,18000,17993.08717, 36 months,8.90%,571.56,A,A5,10+ years,MORTGAGE,99000,Verified,Oct-11,0,debt_consolidation,GA,20.04,0,Nov-89,1,,15,0,29814,56.90%,34,20576.07177,20567.38,18000,2576.07,0,0,0,Oct-14,581.21,May-16,0
563461,725068,5975,5975,5975, 36 months,11.86%,198.06,B,B5,10+ years,MORTGAGE,72000,Not Verified,Aug-10,0,other,CA,13.37,1,Mar-95,2,15,9,0,17274,63.50%,27,7128.44732,7128.45,5975,1153.45,0,0,0,Aug-13,410.23,May-16,0
468366,589815,2600,2600,2600, 36 months,7.74%,81.17,A,A3,6 years,MORTGAGE,28500,Not Verified,Dec-09,0,major_purchase,TX,20.13,0,Feb-97,0,,4,0,1940,24.20%,21,2922.210116,2922.21,2600,322.21,0,0,0,Jan-13,82.76,Dec-12,0
515981,666932,4800,4800,4800, 36 months,13.85%,163.71,C,C4,5 years,RENT,40800,Not Verified,May-10,0,credit_card,CA,24.94,0,Sep-00,0,,5,0,9484,99.80%,15,5730.836792,5730.84,4800,930.84,0,0,0,May-12,2136.24,May-12,0
488289,622647,14000,14000,13925, 36 months,7.88%,437.93,A,A5,7 years,MORTGAGE,98000,Not Verified,Mar-10,0,credit_card,TX,16.69,0,Aug-00,1,,13,0,20611,56.30%,26,15766.62202,15682.16,14000,1766.62,0,0,0,Mar-13,464.2,Mar-13,0
604139,775140,15000,15000,12538.96599, 36 months,6.54%,460.01,A,A4,10+ years,MORTGAGE,50000,Source Verified,Oct-10,0,debt_consolidation,GA,10.44,0,Jan-93,1,,17,0,17359,20.20%,32,16369.61988,13433.3,15000,1369.62,0,0,0,Nov-12,5796.16,May-16,0
548151,706758,3500,3500,3500, 36 months,6.76%,107.69,A,A2,10+ years,MORTGAGE,108000,Not Verified,Jul-10,0,car,NJ,19.76,0,Jan-93,0,,9,0,18505,76.20%,37,3876.817008,3876.82,3500,376.82,0,0,0,Aug-13,123.76,May-16,0
593940,762712,8000,8000,7996.251131, 36 months,7.51%,248.89,A,A4,6 years,RENT,24996,Source Verified,Oct-10,0,other,MA,22.23,0,Aug-03,1,33,9,0,3393,12.90%,11,8960.175368,8955.56,8000,960.18,0,0,0,Oct-13,281.99,Oct-13,0
849760,1061499,10000,10000,10000, 36 months,11.49%,329.72,B,B4,< 1 year,RENT,75000,Source Verified,Aug-11,0,wedding,CT,16.14,0,Sep-05,1,,16,0,4799,35%,19,11869.59974,11869.6,10000,1869.6,0,0,0,Sep-14,352.94,Aug-14,0
553556,711804,17800,17800,17002.74721, 60 months,11.49%,391.38,B,B4,2 years,MORTGAGE,75000,Verified,Jul-10,0,debt_consolidation,GA,17.41,0,Apr-96,0,,11,0,12435,17.90%,28,23482.72927,22283.91,17800,5682.73,0,0,0,Aug-15,431.35,Aug-15,0
777608,980124,2800,2800,2800, 36 months,8.90%,88.91,A,A5,10+ years,RENT,54000,Source Verified,Jun-11,1,other,LA,13.49,0,Mar-85,0,24,10,0,25619,83.40%,23,2820.41,2820.41,2339.14,390.8,14.95023057,75.52,0.642000003,Jan-14,88.91,Jun-14,0
582917,749085,5000,5000,5000, 36 months,7.14%,154.71,A,A3,5 years,RENT,42996,Not Verified,Sep-10,0,home_improvement,NJ,12.36,0,Nov-99,1,,5,0,2120,9%,10,5569.788085,5569.79,5000,569.79,0,0,0,Oct-13,165.22,May-16,0
879493,1094423,15000,15000,14750, 60 months,13.49%,345.08,C,C1,4 years,MORTGAGE,44200,Not Verified,Sep-11,0,debt_consolidation,MO,16.48,0,Sep-99,0,,6,0,6433,54.50%,14,20227.26002,19890.14,15000,5227.26,0,0,0,May-15,5405.02,Jun-15,0
494163,632515,16000,16000,16000, 36 months,15.70%,560.18,D,D4,9 years,RENT,52000,Verified,Mar-10,0,credit_card,CA,13.71,0,Oct-99,0,33,10,0,16416,68.10%,15,20194.86268,20194.86,16000,4166.85,28.01,0,0,May-13,28.34,Apr-13,0
882899,1098157,25000,25000,24950, 60 months,18.64%,643.58,E,E1,1 year,RENT,55000,Verified,Sep-11,1,debt_consolidation,CA,23.41,0,Jan-04,2,,7,0,7088,82.40%,46,8982.97,8965.06,3030.56,4690.58,0,1261.83,12.28,Oct-12,656.89,Mar-13,0
603104,773871,9000,9000,8578.060223, 60 months,15.20%,215.06,D,D4,3 years,MORTGAGE,80000,Not Verified,Oct-10,0,debt_consolidation,CA,9.99,0,May-94,1,,16,1,12714,82%,30,12903.18792,12192.43,9000,3903.19,0,0,0,Nov-15,214.64,Nov-15,1
481015,611645,20000,20000,19925, 36 months,13.11%,674.9,C,C2,1 year,MORTGAGE,65000,Verified,Feb-10,1,debt_consolidation,FL,14.29,0,Mar-94,0,31,11,0,21231,53.10%,33,23655.38,23566.54,19332.05,4288.31,0,35.02,2.9,Feb-13,42.7,Oct-13,0
574811,739443,9000,9000,9000, 60 months,15.21%,215.11,D,D2,10+ years,MORTGAGE,72000,Source Verified,Sep-10,1,home_improvement,IL,1.4,0,Jun-93,7,,5,0,4938,29.20%,15,2639.22,2639.22,1285.15,1294.12,59.94244683,0,0,Feb-12,215.46,May-16,0
682181,871311,14000,14000,13975, 60 months,10.37%,300.02,B,B3,5 years,RENT,47068.08,Source Verified,Feb-11,1,wedding,AZ,20.22,0,Feb-02,0,59,13,0,1658,17.50%,29,8017.99,8003.81,4965.04,2524.46,0,528.49,5.32,Apr-13,300.02,Sep-13,0
784728,987973,5500,5500,5500, 36 months,9.99%,177.45,B,B1,< 1 year,MORTGAGE,50000.04,Source Verified,Jun-11,0,credit_card,IL,5.06,0,Oct-05,0,,4,0,4181,47.50%,4,6197.692832,6197.69,5500,697.69,0,0,0,Mar-13,2837.86,Mar-13,0
849514,1061235,13800,13800,13775, 36 months,13.99%,471.59,C,C3,4 years,RENT,67300,Verified,Aug-11,0,debt_consolidation,VA,11.34,0,Dec-98,1,43,9,0,23639,71.60%,17,16976.98541,16946.23,13800,3176.99,0,0,0,Sep-14,510.91,Aug-14,0
713030,906215,2500,2500,2500, 36 months,7.29%,77.53,A,A4,3 years,RENT,150000,Not Verified,Mar-11,1,debt_consolidation,CA,15.95,0,Dec-90,0,,7,0,4168,44.30%,31,1940.36,1940.36,572.46,122.34,0,1245.56,134.95,Jan-12,77.53,May-16,0
683816,873188,7400,7400,7400, 36 months,5.42%,223.19,A,A1,10+ years,MORTGAGE,72000,Not Verified,Mar-11,0,car,NY,20.75,0,Sep-90,0,,10,0,1310,2.10%,23,7556.185646,7556.19,7400,156.19,0,0,0,Sep-11,2943.64,Sep-11,0
732467,928671,7500,7500,7500, 36 months,13.06%,252.93,C,C2,3 years,MORTGAGE,110656,Source Verified,Apr-11,1,major_purchase,CA,7.82,2,May-99,0,13,13,0,9869,30.50%,34,2272.05,2272.05,1607.54,664.51,0,0,0,Feb-12,252.93,May-12,0
502793,646788,6000,6000,5928.59, 36 months,11.36%,197.47,B,B5,< 1 year,RENT,32000,Not Verified,Apr-10,1,debt_consolidation,OH,8.93,0,Aug-04,2,,7,0,7029,57.10%,10,1415.76,1403.01,862.71,320.13,0,232.92,2.36,Nov-10,197.47,Jul-14,0
965623,1186256,5000,5000,5000, 36 months,16.77%,177.7,D,D2,5 years,MORTGAGE,82000,Verified,Sep-11,0,debt_consolidation,AR,23.82,0,Oct-02,3,37,14,0,26809,94.10%,28,6330.138452,6330.14,5000,1330.14,0,0,0,Mar-14,1371.86,May-16,0
628620,805463,15000,10625,10075, 36 months,8.88%,337.28,B,B1,2 years,RENT,96000,Source Verified,Dec-10,0,credit_card,DE,20.69,0,Mar-94,1,,12,0,39737,56.90%,23,12118.38895,11491.08,10625,1493.39,0,0,0,Aug-13,1684.51,May-16,0
887952,1104278,2000,2000,2000, 36 months,16.29%,70.61,D,D1,10+ years,OWN,24000,Source Verified,Sep-11,0,vacation,CA,12.15,0,Apr-97,1,47,7,0,4262,85.20%,28,2541.534174,2541.53,2000,541.53,0,0,0,Oct-14,73.1,May-16,0
483682,615565,12000,12000,12000, 36 months,13.48%,407.09,C,C3,1 year,RENT,50600,Verified,Feb-10,0,debt_consolidation,TX,15.68,0,Oct-05,1,,11,0,3792,55.80%,18,14561.96786,14561.97,12000,2561.97,0,0,0,Aug-12,2791.84,Apr-16,0
856073,1068380,10000,10000,10000, 36 months,5.42%,301.6,A,A1,6 years,MORTGAGE,50000,Not Verified,Aug-11,1,debt_consolidation,NJ,10.08,0,Apr-89,2,,8,0,5382,19.40%,28,2864.35,2864.35,2081.57,328.19,0,454.59,4.45,May-12,301.6,Nov-12,0
742070,940082,3000,3000,3000, 36 months,6.99%,92.62,A,A3,1 year,MORTGAGE,54072,Source Verified,May-11,0,major_purchase,WY,1.22,0,May-06,1,,8,0,1687,13%,9,3334.223173,3334.22,3000,334.22,0,0,0,May-14,97.82,May-14,0
833282,1042847,8000,8000,8000, 36 months,8.49%,252.51,A,A5,10+ years,OWN,52000,Source Verified,Aug-11,0,other,MA,9.02,0,Dec-89,0,65,9,0,5760,48.80%,33,9090.083603,9090.08,8000,1090.08,0,0,0,Sep-14,288.14,Nov-14,0
871718,1085871,8000,8000,8000, 36 months,13.49%,271.45,C,C1,10+ years,RENT,71000,Not Verified,Sep-11,0,debt_consolidation,NY,14.79,0,Aug-97,0,,13,0,14856,83.50%,25,9771.918186,9771.92,8000,1771.92,0,0,0,Oct-14,293.17,May-16,0
732147,928311,30000,30000,29568.87537, 60 months,16.77%,741.88,E,E2,4 years,RENT,65000,Verified,Apr-11,0,debt_consolidation,NM,19.27,0,Apr-97,1,,13,0,21191,77.90%,52,43152.83026,42246.44,30000,13152.83,0,0,0,Dec-14,12714.92,May-16,0
466126,585355,18000,18000,17850, 36 months,13.22%,608.42,C,C2,7 years,MORTGAGE,47682,Verified,Dec-09,1,other,DE,12.33,0,Apr-99,1,,3,0,4646,55.20%,30,4251.8,4216.38,2962.39,1289.41,0,0,0,Jul-10,608.42,May-16,0
386131,418228,11000,11000,10850, 36 months,9.32%,351.42,A,A4,3 years,RENT,65867.36,Source Verified,Mar-09,0,credit_card,CA,19.15,0,Dec-98,2,,11,0,4148,14.30%,23,11406.20397,11250.67,11000,406.2,0,0,0,Dec-09,3009.44,Dec-09,0
483565,615376,5000,5000,5000, 36 months,16.45%,176.9,E,E1,3 years,MORTGAGE,60000,Verified,May-10,0,home_improvement,AZ,22.92,0,Aug-95,3,49,27,0,16509,57.70%,51,6361.94644,6361.95,5000,1361.95,0,0,0,Mar-13,536.94,May-16,0
462890,579329,4750,4750,4650, 36 months,11.83%,157.39,B,B3,3 years,MORTGAGE,36000,Not Verified,Nov-09,0,debt_consolidation,VA,21.8,0,Jan-04,2,,6,0,28450,75.70%,10,5203.479748,5093.93,4750,453.48,0,0,0,Dec-10,14.78,Dec-10,0
658342,841969,9000,9000,8975, 60 months,11.11%,196.18,B,B5,5 years,RENT,45000,Verified,Jan-11,0,car,PA,13.25,0,Oct-03,0,58,11,0,8212,59.50%,19,11770.47233,11737.78,9000,2770.47,0,0,0,Feb-16,195.85,Feb-16,0
590214,756894,10000,10000,10000, 36 months,15.95%,351.33,D,D4,4 years,OWN,50000,Not Verified,Sep-10,0,wedding,CA,1.51,1,May-04,0,14,3,0,2591,61.70%,7,11490.0652,11490.07,10000,1490.07,0,0,0,Nov-11,7275.93,Mar-15,0
461924,577660,10000,10000,9825, 36 months,8.94%,317.72,A,A5,2 years,RENT,53000,Source Verified,Nov-09,0,major_purchase,FL,13.09,0,Aug-03,1,,11,0,3706,11.20%,19,10806.26338,10617.15,9999.99,806.27,0,0,0,Feb-11,2939.37,Sep-13,0
763855,964517,7200,7200,7200, 36 months,8.49%,227.26,A,A5,5 years,RENT,84000,Not Verified,May-11,0,moving,NY,10.19,0,Nov-03,4,,8,0,882,36.70%,17,7612.860804,7612.86,7200,412.86,0,0,0,Apr-12,16.04,Mar-12,0
563264,724778,20000,20000,19646.15367, 60 months,13.61%,461.34,C,C2,10+ years,MORTGAGE,60000,Source Verified,Aug-10,0,debt_consolidation,CA,11.76,0,Jun-96,0,,14,0,9687,55.70%,31,27679.64974,27104.05,20000,7679.65,0,0,0,Aug-15,513.27,Sep-15,0
556021,716015,10875,10875,10775, 36 months,7.14%,336.49,A,A3,1 year,RENT,124800,Source Verified,Aug-10,0,debt_consolidation,CA,1.7,0,Apr-02,1,,10,0,1853,9%,23,12111.67297,12000.3,10875,1236.67,0,0,0,Aug-13,684.19,May-16,0
